,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
87627,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87625,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
59744,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59745,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59746,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59747,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59748,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59750,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59751,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59752,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59753,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59754,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
59749,06037190702,60150.0,Low Income,Yes,No,Yes,District 3,Hollywood,1420.0,529.0,891.0,841.0,640.0,63.0,2.0,118.0
23614,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23615,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23606,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23605,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23604,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23603,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23602,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23601,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23600,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23588,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23607,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23598,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23596,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23595,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23594,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23593,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23592,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23591,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23590,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23589,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23597,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23608,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23599,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23610,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23616,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23617,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23618,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23619,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23609,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23620,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23621,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23622,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23623,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23624,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23625,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23626,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23627,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23587,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23629,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23630,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23613,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23611,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23612,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
23628,06037217200,60250.0,Low Income,Yes,No,Yes,District 2,Mid-City,3887.0,1464.0,2423.0,2195.0,1044.0,765.0,8.0,350.0
86463,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86465,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86472,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86471,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86470,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86469,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86464,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86473,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86468,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86467,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
86466,06037195903,60313.0,Low Income,Yes,No,Yes,District 1,Silverlake,1988.0,854.0,1134.0,1044.0,647.0,53.0,3.0,328.0
16233,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16252,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16251,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16250,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16248,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16247,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16246,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16245,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16244,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16243,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16242,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16239,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16240,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16231,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16238,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16237,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16236,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16228,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16229,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16230,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16235,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16234,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16241,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16232,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16249,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Historic Filipinotown,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
16227,06037195710,60359.0,Low Income,Yes,No,Yes,District 1,Temple-Beaudry,3939.0,2280.0,1659.0,1575.0,880.0,127.0,7.0,536.0
71631,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71632,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71633,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71634,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71635,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71636,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71637,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71638,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71639,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71640,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71641,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71642,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
71643,06037204120,60441.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,2368.0,2260.0,108.0,95.0,42.0,14.0,0.0,30.0
42141,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42136,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42139,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42138,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42137,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42140,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42142,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42149,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42153,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42152,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42151,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42150,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42135,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42148,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42147,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42146,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42145,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42144,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42143,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42134,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42130,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42132,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42131,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
42133,06037131023,60481.0,Low Income,Yes,No,Yes,District 3,Reseda,2628.0,1587.0,1041.0,987.0,504.0,87.0,4.0,376.0
7529,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7530,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7528,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7531,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7532,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7533,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7535,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7536,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7534,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7538,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7539,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7540,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7541,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7542,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7543,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7544,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7545,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
7537,06037123020,60500.0,Low Income,Yes,No,Yes,District 3,Sun Valley,3177.0,2565.0,612.0,588.0,396.0,27.0,1.0,150.0
41269,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41268,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41267,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41270,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41265,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41264,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41266,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41271,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41282,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41273,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41272,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41290,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41289,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41287,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41286,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41285,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41284,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41283,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41288,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41280,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41279,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41278,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41277,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41276,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41275,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41281,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
41274,06037132501,60677.0,Low Income,Yes,No,Yes,District 3,Reseda,4357.0,2173.0,2184.0,2060.0,1382.0,164.0,16.0,476.0
88498,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88499,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88500,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88501,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88507,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88508,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88506,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88505,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
88497,06037291220,60948.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3255.0,2059.0,1196.0,1130.0,144.0,374.0,6.0,580.0
